Year,State,District,Republican,Democrat
2016,Alabama,1,208083,96820*
2016,Alabama,2,134886,112089
2016,Alabama,3,192164,94549
2016,Alabama,4,235925,82611*
2016,Alabama,5,205647,102234
2016,Alabama,6,245313,83709
2016,Alabama,7,117793*,229330
2016,Alabama,Senate,1335104,748709
2016,Alabama,President,1318225,729547
2016,Arizona,1,121745,142219
2016,Arizona,2,179806,135873
2016,Arizona,3,105982*,148973
2016,Arizona,4,203487,81296
2016,Arizona,5,205184,114940
2016,Arizona,6,201578,122866
2016,Arizona,7,39286,119465
2016,Arizona,8,204942,113418*
2016,Arizona,9,108350,169055
2016,Arizona,Senate,1359267,1031245
2016,Arizona,President,1252401,1161167
2016,Arkansas,1,183866,110079*
2016,Arkansas,2,176472,111347
2016,Arkansas,3,217192,123769*
2016,Arkansas,4,182885,127955*
2016,Arkansas,Senate,661984,400602
2016,Arkansas,President,684872,380494
2016,California,1,185448,128588
2016,California,2,76572,254194
2016,California,3,104453,152513
2016,California,4,220133,130845
2016,California,5,67565,224526
2016,California,6,57848,177565
2016,California,7,145168,152133
2016,California,8,136972,83035
2016,California,9,98992,133163
2016,California,10,124671,116470
2016,California,11,83341,214868
2016,California,12,51543*,274035
2016,California,13,29754,293117
2016,California,14,54817,231630
2016,California,15,70619,198578
2016,California,16,70483,97473
2016,California,17,83883*,233192
2016,California,18,93470,230460
2016,California,19,64061,181802
2016,California,20,74811,180980
2016,California,21,75126,57282
2016,California,22,158755,76211
2016,California,23,167116,74468
2016,California,24,144780,166034
2016,California,25,138755,122406
2016,California,26,111059,169248
2016,California,27,81655,168977
2016,California,28,59526,210883
2016,California,29,58463*,171824
2016,California,30,77325,205279
2016,California,31,94866,121070
2016,California,32,111140*,186646
2016,California,33,110822,219397
2016,California,34,26740*,159156
2016,California,35,47309,124044
2016,California,36,88269,144348
2016,California,37,40729*,237272
2016,California,38,68524,163590
2016,California,39,150777,112679
2016,California,40,18290*,106554
2016,California,41,69159,128164
2016,California,42,149547,104689
2016,California,43,52499,167017
2016,California,44,26542*,178413
2016,California,45,182618,129231
2016,California,46,101796*,164593
2016,California,47,88109,154759
2016,California,48,178701,127715
2016,California,49,155888,154267
2016,California,50,179937,103646
2016,California,51,54362,145162
2016,California,52,139403,181253
2016,California,53,97968,198988
2016,California,President,4483810,8753788
2016,Colorado,1,105030,257254
2016,Colorado,2,170001,260175
2016,Colorado,3,204220,150914
2016,Colorado,4,248230,123642
2016,Colorado,5,225445,111676
2016,Colorado,6,191626,160372
2016,Colorado,7,144066,199758
2016,Colorado,Senate,1215318,1370710
2016,Colorado,President,1202484,1338870
2016,Connecticut,1,105674,187021
2016,Connecticut,2,111149,186210
2016,Connecticut,3,95786,192274
2016,Connecticut,4,120653,187811
2016,Connecticut,5,124900,163499
2016,Connecticut,Senate,552621,920766
2016,Connecticut,President,673215,897572
2016,Florida,1,255107,114079
2016,Florida,2,231163,102801
2016,Florida,3,193843,136338
2016,Florida,4,287509,113088
2016,Florida,5,108325,194549
2016,Florida,6,213519,151051
2016,Florida,7,171583,182039
2016,Florida,8,246483,127127
2016,Florida,9,144450,195311
2016,Florida,10,107498,198491
2016,Florida,11,258016,124713
2016,Florida,12,253559,116110
2016,Florida,13,171149,184693
2016,Florida,14,121088,195789
2016,Florida,15,182999,135475
2016,Florida,16,230654,155262
2016,Florida,17,209348,115974
2016,Florida,18,201488,161918
2016,Florida,19,239225,123812
2016,Florida,20,54646,222914
2016,Florida,21,118038,210606
2016,Florida,22,138737,199113
2016,Florida,23,130818,183225
2016,Florida,24,35673*,302424*
2016,Florida,25,157921,95319
2016,Florida,26,148547,115493
2016,Florida,27,157917,129760
2016,Florida,Senate,4835191,4122088
2016,Florida,President,4617886,4504975
2016,Georgia,1,210243,129155*
2016,Georgia,2,94056,148543
2016,Georgia,3,207218,95969
2016,Georgia,4,70593,220146
2016,Georgia,5,46768,253781
2016,Georgia,6,201088,124917
2016,Georgia,7,174081,114220
2016,Georgia,8,173983,83225
2016,Georgia,9,256535,70555*
2016,Georgia,10,243725,122656*
2016,Georgia,11,217935,105383
2016,Georgia,12,159492,99420
2016,Georgia,13,99575*,252833
2016,Georgia,14,216743,80283*
2016,Georgia,Senate,2135806,1599726
2016,Georgia,President,2089104,1877963
2016,Hawaii,1,45958,145417
2016,Hawaii,2,39668,170848
2016,Hawaii,Senate,92653,306604
2016,Hawaii,President,128847,266891
2016,Idaho,1,242252,113052
2016,Idaho,2,205292,95940
2016,Idaho,Senate,449017,188249
2016,Idaho,President,409055,189765
2016,Illinois,1,81817,234037
2016,Illinois,2,59471,235051
2016,Illinois,3,113390*,225320
2016,Illinois,4,41295*,171297
2016,Illinois,5,86222,212842
2016,Illinois,6,208555,143591
2016,Illinois,7,46882,250584
2016,Illinois,8,103617,144954
2016,Illinois,9,109550,217306
2016,Illinois,10,135535,150435
2016,Illinois,11,108995,166578
2016,Illinois,12,169976,124246
2016,Illinois,13,187583,126811
2016,Illinois,14,200508,137589
2016,Illinois,15,274554,108022*
2016,Illinois,16,259722,132503*
2016,Illinois,17,113943,173125
2016,Illinois,18,250506,96770
2016,Illinois,Senate,2184692,3012940
2016,Illinois,President,2146015,3090729
2016,Indiana,1,111215*,207515
2016,Indiana,2,164355,102401
2016,Indiana,3,201396,66023
2016,Indiana,4,193412,91256
2016,Indiana,5,221957,123849
2016,Indiana,6,204920,79135
2016,Indiana,7,94456,158739
2016,Indiana,8,187702,93356
2016,Indiana,9,174791,130627
2016,Indiana,Senate,1423991,1158947
2016,Indiana,President,1557286,1033126
2016,Iowa,1,206903,177403
2016,Iowa,2,170933,198571
2016,Iowa,3,208598,155002
2016,Iowa,4,226719,142993
2016,Iowa,Senate,926007,549460
2016,Iowa,President,800983,653669
2016,Kansas,1,169992,80114*
2016,Kansas,2,181228,96840
2016,Kansas,3,176022,139300
2016,Kansas,4,166998,81495
2016,Kansas,Senate,732376,379740
2016,Kansas,President,671018,427005
2016,Kentucky,1,216959,81710
2016,Kentucky,2,251825,118097*
2016,Kentucky,3,122093,212401
2016,Kentucky,4,233922,94065
2016,Kentucky,5,221242,62128*
2016,Kentucky,6,202099,128728
2016,Kentucky,Senate,1090177,813246
2016,Kentucky,President,1202971,628854
2016,Louisiana,1,243645,63785
2016,Louisiana,2,61866*,284269
2016,Louisiana,3,220621,56215
2016,Louisiana,4,216540,46579
2016,Louisiana,5,255662,77570*
2016,Louisiana,6,241075,79202
2016,Louisiana,Senate,1239489,705271
2016,Louisiana,President,1178638,780154
2016,Maine,1,164569,227546
2016,Maine,2,192878,159081
2016,Maine,President,335593,357735
2016,Maryland,1,242574,103622
2016,Maryland,2,102577,192183
2016,Maryland,3,115048,214640
2016,Maryland,4,68670,237501
2016,Maryland,5,105931,242989
2016,Maryland,6,133081,185770
2016,Maryland,7,69556,238838
2016,Maryland,8,124651,220657
2016,Maryland,Senate,972557,1659907
2016,Maryland,President,943169,1677928
2016,Massachusetts,1,119731*,235803
2016,Massachusetts,2,204038*,275487
2016,Massachusetts,3,107519,236713
2016,Massachusetts,4,113055,265823
2016,Massachusetts,5,171567*,285606
2016,Massachusetts,6,264214*,308923
2016,Massachusetts,7,50793*,253354
2016,Massachusetts,8,102744,271019
2016,Massachusetts,9,127803,211790
2016,Massachusetts,President,1090893,1995196
2016,Michigan,1,197777,144334
2016,Michigan,2,212508,110391
2016,Michigan,3,203545,128400
2016,Michigan,4,194572,101277
2016,Michigan,5,112102,195279
2016,Michigan,6,193259,119980
2016,Michigan,7,184321,134010
2016,Michigan,8,205629,143791
2016,Michigan,9,128937,199661
2016,Michigan,10,215132,110112
2016,Michigan,11,200872,152461
2016,Michigan,12,96104,211378
2016,Michigan,13,40541,198771
2016,Michigan,14,58103,244135
2016,Michigan,President,2279543,2268839
2016,Minnesota,1,166524,169071
2016,Minnesota,2,173970,167315
2016,Minnesota,3,223075,169238
2016,Minnesota,4,121033,203299
2016,Minnesota,5,80660,249957
2016,Minnesota,6,235385,123010
2016,Minnesota,7,156944,173572
2016,Minnesota,8,177088,179097
2016,Minnesota,President,1322949,1367705
2016,Mississippi,1,206455,83947
2016,Mississippi,2,83542,192343
2016,Mississippi,3,209490,96101
2016,Mississippi,4,181323,77505
2016,Mississippi,President,700714,449896
2016,Missouri,1,62714,236993
2016,Missouri,2,241954,155689
2016,Missouri,3,249865,102891
2016,Missouri,4,225348,92510
2016,Missouri,5,123771,190766
2016,Missouri,6,238388,99692
2016,Missouri,7,228692,92756
2016,Missouri,8,229792,70009
2016,Missouri,Senate,1378458,1300200
2016,Missouri,President,1594511,1071068
2016,Nebraska,1,189771,83467
2016,Nebraska,2,141066,137602
2016,Nebraska,3,226720,76465*
2016,Nebraska,President,495961,284494
2016,Nevada,1,54174,116537
2016,Nevada,2,182676,115722
2016,Nevada,3,142926,146869
2016,Nevada,4,118328,128985
2016,Nevada,Senate,495079,521994
2016,Nevada,President,512058,539260
2016,New Hampshire,1,157176,162080
2016,New Hampshire,2,158825,174371
2016,New Hampshire,Senate,353632,354649
2016,New Hampshire,President,345790,348526
2016,New Jersey,1,112388,183231
2016,New Jersey,2,176338,110838
2016,New Jersey,3,194596,127526
2016,New Jersey,4,211992,111532
2016,New Jersey,5,157690,172587
2016,New Jersey,6,91908,167895
2016,New Jersey,7,185850,148188
2016,New Jersey,8,32337,134733
2016,New Jersey,9,65376,162642
2016,New Jersey,10,26450,190856
2016,New Jersey,11,194299,130162
2016,New Jersey,12,92407,181430
2016,New Jersey,President,1601933,2148278
2016,New Mexico,1,96879,181088
2016,New Mexico,2,143515,85232
2016,New Mexico,3,102730,170612
2016,New Mexico,President,319667,385234
2016,New York,1,158409,126635
2016,New York,2,157571,102270
2016,New York,3,133954,171775
2016,New York,4,111246,181861
2016,New York,5,26791,197852
2016,New York,6,43770,131463
2016,New York,7,14941,165819
2016,New York,8,18017*,203235
2016,New York,9,23329*,198886
2016,New York,10,46275,180117
2016,New York,11,122606,85257
2016,New York,12,49398,230153
2016,New York,13,13129,207194
2016,New York,14,26891,138367
2016,New York,15,6129,165688
2016,New York,16,61667*,198811
2016,New York,17,123466*,193819
2016,New York,18,111117,140951
2016,New York,19,135905,125956
2016,New York,20,83328,188428
2016,New York,21,152597,75965
2016,New York,22,113287,102734
2016,New York,23,136964,106600
2016,New York,24,150330,110550
2016,New York,25,113840,168660
2016,New York,26,56930,195322
2016,New York,27,175509,107832
2016,New York,Senate,1723927,4784220
2016,New York,President,2527142,4379789
2016,North Carolina,1,101567,240661
2016,North Carolina,2,221485,169082
2016,North Carolina,3,217531,106170
2016,North Carolina,4,130161,279380
2016,North Carolina,5,207625,147887
2016,North Carolina,6,207983,143167
2016,North Carolina,7,211801,135905
2016,North Carolina,8,189863,133182
2016,North Carolina,9,193452,139041
2016,North Carolina,10,220825,128919
2016,North Carolina,11,230405,129103
2016,North Carolina,12,115185,234115
2016,North Carolina,13,199443,156049
2016,North Carolina,Senate,2395376,2128165
2016,North Carolina,President,2362631,2189316
2016,Ohio,1,210014,144644
2016,Ohio,2,221193,111694
2016,Ohio,3,91560,199791
2016,Ohio,4,210227,98981
2016,Ohio,5,244599,100392
2016,Ohio,6,213975,88780
2016,Ohio,7,198221,89638
2016,Ohio,8,223833,187794
2016,Ohio,9,88427,193966
2016,Ohio,10,215724,109981
2016,Ohio,11,59769,242917
2016,Ohio,12,251266,112638
2016,Ohio,13,99377,208610
2016,Ohio,14,219191,130907
2016,Ohio,15,222847,113960
2016,Ohio,16,225794,119830
2016,Ohio,Senate,3118567,1996908
2016,Ohio,President,2841005,2394164
2016,Oklahoma,1,181084*,91421*
2016,Oklahoma,2,189839,62387
2016,Oklahoma,3,227525,63090
2016,Oklahoma,4,204143,76472
2016,Oklahoma,5,160184,103273
2016,Oklahoma,Senate,980892,355911
2016,Oklahoma,President,949136,420375
2016,Oregon,1,139756,225391
2016,Oregon,2,272952,106640
2016,Oregon,3,73695*,274687
2016,Oregon,4,157743,220628
2016,Oregon,5,160443,199505
2016,Oregon,Senate,651106,1105119
2016,Oregon,President,782403,1002106
2016,Pennsylvania,1,53219,245791
2016,Pennsylvania,2,35131,322514
2016,Pennsylvania,3,244893,170673*
2016,Pennsylvania,4,220628,113372
2016,Pennsylvania,5,206761,101082
2016,Pennsylvania,6,207469,155000
2016,Pennsylvania,7,225678,153824
2016,Pennsylvania,8,207263,173555
2016,Pennsylvania,9,186580,107985
2016,Pennsylvania,10,211282,89823
2016,Pennsylvania,11,199421,113800
2016,Pennsylvania,12,221851,137353
2016,Pennsylvania,13,112084*,239316
2016,Pennsylvania,14,87999,255293
2016,Pennsylvania,15,190618,124129
2016,Pennsylvania,16,168669,134586
2016,Pennsylvania,17,135430,157734
2016,Pennsylvania,18,293684,165518*
2016,Pennsylvania,Senate,2951702,2865012
2016,Pennsylvania,President,2970733,2926441
2016,Rhode Island,1,71023,130534
2016,Rhode Island,2,70301,133108
2016,Rhode Island,President,180543,252525
2016,South Carolina,1,190410,110539
2016,South Carolina,2,183746,105306
2016,South Carolina,3,196325,72933
2016,South Carolina,4,198648,91676
2016,South Carolina,5,161669,105772
2016,South Carolina,6,70099,177947
2016,South Carolina,7,176468,103454
2016,South Carolina,Senate,1241609,704540
2016,South Carolina,President,1155389,855373
2016,Tennessee,1,198293,39024
2016,Tennessee,2,212455,68401
2016,Tennessee,3,176613,76727
2016,Tennessee,4,165796,89141
2016,Tennessee,5,102433,171111
2016,Tennessee,6,202234,61995
2016,Tennessee,7,200407,65226
2016,Tennessee,8,194386,70925
2016,Tennessee,9,41123,171631
2016,Tennessee,President,1522925,870695
2016,Texas,1,192434,62847
2016,Texas,2,168692,100231
2016,Texas,3,193684,109420
2016,Texas,4,216643,71409*
2016,Texas,5,155469,80207*
2016,Texas,6,159444,106667
2016,Texas,7,143542,111991
2016,Texas,8,236379,62189*
2016,Texas,9,36491,152032
2016,Texas,10,179221,120170
2016,Texas,11,201871,47668*
2016,Texas,12,196482,76029
2016,Texas,13,199050,30209*
2016,Texas,14,160631,99054
2016,Texas,15,66877,101712
2016,Texas,16,70145*,150228
2016,Texas,17,149417,86603
2016,Texas,18,48306,150157
2016,Texas,19,176314,41963*
2016,Texas,20,78415*,149640
2016,Texas,21,202967,129765
2016,Texas,22,181864,123679
2016,Texas,23,110577,107526
2016,Texas,24,154845,108389
2016,Texas,25,180988,117073
2016,Texas,26,211730,94507
2016,Texas,27,142251,88329
2016,Texas,28,57740,122086
2016,Texas,29,31646,95649
2016,Texas,30,41518,170502
2016,Texas,31,166060,103852
2016,Texas,32,162868,101554*
2016,Texas,33,33222,93147
2016,Texas,34,62323,104638
2016,Texas,35,62384,124612
2016,Texas,36,193675,64260*
2016,Texas,President,4685047,3877868
2016,Utah,1,182925,73380
2016,Utah,2,170524,93778
2016,Utah,3,209589,75716
2016,Utah,4,147597,113413
2016,Utah,Senate,760220,301858
2016,Utah,President,515211,310674
2016,Virginia,1,230213,140785
2016,Virginia,2,190475,119440
2016,Virginia,3,103289,208337
2016,Virginia,4,145731,200136
2016,Virginia,5,207758,148339
2016,Virginia,6,225471,112170
2016,Virginia,7,218057,160159
2016,Virginia,8,98387,246653
2016,Virginia,9,212838,87877
2016,Virginia,10,210791,187712
2016,Virginia,11,159445*,247818
2016,Virginia,Senate,1329338,1913979
2016,Virginia,President,1221747,1742718
2016,Washington,1,155779,193619
2016,Washington,2,117094,208314
2016,Washington,3,193457,119820
2016,Washington,4,229919,117285*
2016,Washington,5,192959,130575
2016,Washington,6,126116,201718
2016,Washington,7,92837*,378754
2016,Washington,8,193145,127720
2016,Washington,9,76317,205165
2016,Washington,10,120104,170460
2016,Washington,Senate,1329338,1913979
2016,Washington,President,1221747,1742718
2016,West Virginia,1,163469,73534
2016,West Virginia,2,140807,101207
2016,West Virginia,3,140741,49708
2016,West Virginia,President,489371,188794
2016,Wisconsin,1,230072,107003
2016,Wisconsin,2,124044,273537
2016,Wisconsin,3,169262*,257401
2016,Wisconsin,4,79856*,220181
2016,Wisconsin,5,260706,114477
2016,Wisconsin,6,204147,133072
2016,Wisconsin,7,223418,138643
2016,Wisconsin,8,227892,135682
2016,Wisconsin,Senate,1479471,1380335
2016,Wisconsin,President,1405284,1382536
2014,Alabama,1,103758,48278
2014,Alabama,2,113103,54692
2014,Alabama,3,103558,52816
2014,Alabama,4,132831,46512*
2014,Alabama,5,115338,59661*
2014,Alabama,6,135945,42291
2014,Alabama,7,104050,133687
2014,Alabama,Senate,795606,
2014,Arizona,1,87723,97391
2014,Arizona,2,109704,109543
2014,Arizona,3,46185,58192
2014,Arizona,4,122560,45179
2014,Arizona,5,124867,54596
2014,Arizona,6,129578,70198
2014,Arizona,7,17835*,54235
2014,Arizona,8,128710,71230*
2014,Arizona,9,67841,88609
2014,Arkansas,1,124139,63555
2014,Arkansas,2,123073,103477
2014,Arkansas,3,151630,86408*
2014,Arkansas,4,110789,87742
2014,Arkansas,Senate,478819,334174
2014,California,1,132052,84320
2014,California,2,54400,163124
2014,California,3,71036,79224
2014,California,4,211134,129875*
2014,California,5,41675*,129613
2014,California,6,36448,97008
2014,California,7,91066,92521
2014,California,8,77480,37056
2014,California,9,57729,63475
2014,California,10,70582,55123
2014,California,11,57160,117502
2014,California,12,32197,160067
2014,California,13,21940,168491
2014,California,14,34757,114389
2014,California,15,43150,99756
2014,California,16,44943,46277
2014,California,17,48349*,134408 
2014,California,18,63326,133060
2014,California,19,45860*,127788
2014,California,20,40400*,106034
2014,California,21,45907,33470
2014,California,22,96053,37289
2014,California,23,100317,33726
2014,California,24,95566,103228
2014,California,25,114072,97351*
2014,California,26,82653,87176
2014,California,27,51852,75728
2014,California,28,27113*,91996
2014,California,29,17045,50096
2014,California,30,45315,86568
2014,California,31,48162,51622
2014,California,32,34053,50353
2014,California,33,74700,108331
2014,California,34,10353*,61621
2014,California,35,23743*,62255
2014,California,36,61457,72682
2014,California,37,18051,96787
2014,California,38,40288,58192
2014,California,39,91319,41906
2014,California,40,8476*,49379
2014,California,41,35936,46948
2014,California,42,74540,38850
2014,California,43,28521,69681
2014,California,44,8878*,59670
2014,California,45,106083,56819
2014,California,46,33577,49738
2014,California,47,54309,69091
2014,California,48,112082,62713
2014,California,49,98161,64981
2014,California,50,111997,45302
2014,California,51,25577,56373
2014,California,52,92746,98826
2014,California,53,60940,87104
2014,Colorado,1,80682,183281
2014,Colorado,2,149645,196300
2014,Colorado,3,163011,100364
2014,Colorado,4,185292,83727
2014,Colorado,5,157182,105673
2014,Colorado,6,143467,118847
2014,Colorado,7,120918,148225
2014,Colorado,Senate,983891,944203
2014,Connecticut,1,78609,127430
2014,Connecticut,2,80837,131294
2014,Connecticut,3,69454,130009
2014,Connecticut,4,88209,101401
2014,Connecticut,5,92404,106256
2014,Florida,1,165086,54976
2014,Florida,2,123262,126096
2014,Florida,3,148691,73910
2014,Florida,4,177887,69970*
2014,Florida,5,59237,112340
2014,Florida,6,166254,99563
2014,Florida,7,144474,73011
2014,Florida,8,180728,93724
2014,Florida,9,74963,93850
2014,Florida,10,143128,89426
2014,Florida,11,181508,90786
2014,Florida,12,128023*,62450*
2014,Florida,13,168172,150134*
2014,Florida,14,89326*,173540*
2014,Florida,15,128750,84832
2014,Florida,16,169126,105483
2014,Florida,17,141493,82263
2014,Florida,18,101896,151478
2014,Florida,19,159354,80824
2014,Florida,20,28968,128498
2014,Florida,21,85973*,153395
2014,Florida,22,90685,125404
2014,Florida,23,61519,103269
2014,Florida,24,15239,129192
2014,Florida,25,82025*,49502*
2014,Florida,26,83031,78306
2014,Florida,27,83181*,78447*
2014,Georgia,1,95337,61175
2014,Georgia,2,66537,96363
2014,Georgia,3,156277,72377*
2014,Georgia,4,54763*,161211
2014,Georgia,5,31444*,170326
2014,Georgia,6,139018,71486
2014,Georgia,7,113557,60112
2014,Georgia,8,129938,62156*
2014,Georgia,9,146059,34988
2014,Georgia,10,130703,65777
2014,Georgia,11,161532,76087*
2014,Georgia,12,91336,75478
2014,Georgia,13,62795*,159445
2014,Georgia,14,118782,43997*
2014,Georgia,Senate,1358088,1160811
2014,Hawaii,1,86454,93390
2014,Hawaii,2,33630,142010
2014,Hawaii,Senate,98006,246827
2014,Idaho,1,143580,77277
2014,Idaho,2,131492,82801
2014,Idaho,Senate,285596,151574
2014,Illinois,1,59749,162268
2014,Illinois,2,43799,160337
2014,Illinois,3,64091,116764
2014,Illinois,4,22278,79666
2014,Illinois,5,56350,116364
2014,Illinois,6,160287,78465
2014,Illinois,7,27168,155110
2014,Illinois,8,66878,84178
2014,Illinois,9,72384,141000
2014,Illinois,10,95992,91136
2014,Illinois,11,81335,93436
2014,Illinois,12,110038,87860
2014,Illinois,13,123337,86935
2014,Illinois,14,145369,76861
2014,Illinois,15,166274,55652
2014,Illinois,16,153388,63810
2014,Illinois,17,88785,110560
2014,Illinois,18,184363,62377
2014,Illinois,Senate,1538522,1929637
2014,Indiana,1,51000,86579
2014,Indiana,2,85583,55590
2014,Indiana,3,97892,39771
2014,Indiana,4,94998,47056
2014,Indiana,5,105277,49756
2014,Indiana,6,102187,45509
2014,Indiana,7,46887,61443
2014,Indiana,8,103344,61384
2014,Indiana,9,101594,55016
2014,Iowa,1,147762,141145
2014,Iowa,2,129455,143431
2014,Iowa,3,148814,119109
2014,Iowa,4,169834,105504
2014,Iowa,Senate,588575,494370
2014,Kansas,1,138764,65397
2014,Kansas,2,128742,87153
2014,Kansas,3,134493,89584
2014,Kansas,4,138757,69396
2014,Kansas,Senate,460350,
2014,Kentucky,1,173022,63596
2014,Kentucky,2,156936,69898
2014,Kentucky,3,87981,157056
2014,Kentucky,4,150464,71694
2014,Kentucky,5,171350,47617
2014,Kentucky,6,147404,98290
2014,Kentucky,Senate,806787,584698
2014,Louisiana,1,189250,46047
2014,Louisiana,2,41351*,190006
2014,Louisiana,3,207926,55452*
2014,Louisiana,4,152683,32843*
2014,Louisiana,5,247211,75006
2014,Louisiana,6,234200,95127
2014,Louisiana,Senate,929108,581041
2014,Maine,1,94751,186674
2014,Maine,2,133320,118568
2014,Maine,Senate,413505,190254
2014,Maryland,1,176342,73843
2014,Maryland,2,70411,120412
2014,Maryland,3,87029,128594
2014,Maryland,4,54217,134628
2014,Maryland,5,80752,144725
2014,Maryland,6,91930,94704
2014,Maryland,7,55860,144639
2014,Maryland,8,87859,136722
2014,Massachusetts,1,85107*,167612
2014,Massachusetts,2,125643*,169640
2014,Massachusetts,3,81638,139104
2014,Massachusetts,4,92424*,184158
2014,Massachusetts,5,109389*,182100
2014,Massachusetts,6,111989,149638
2014,Massachusetts,7,28495*,142133
2014,Massachusetts,8,69115*,200644
2014,Massachusetts,9,114971,140413
2014,Massachusetts,Senate,791950,1289944
2014,Michigan,1,130414,113263
2014,Michigan,2,135568,70851
2014,Michigan,3,125754,84720
2014,Michigan,4,123962,85777
2014,Michigan,5,69222,148182
2014,Michigan,6,116801,84391
2014,Michigan,7,119564,92083
2014,Michigan,8,132739,102269
2014,Michigan,9,81470,136342
2014,Michigan,10,157069,67143
2014,Michigan,11,140435,101681
2014,Michigan,12,64716,134346
2014,Michigan,13,27234,132710
2014,Michigan,14,41801,165272
2014,Michigan,Senate,1290199,1704936
2014,Minnesota,1,103536,122851
2014,Minnesota,2,137778,95565
2014,Minnesota,3,167515,101846
2014,Minnesota,4,79492,147857
2014,Minnesota,5,56577,167079
2014,Minnesota,6,133328,90926
2014,Minnesota,7,109955,130546
2014,Minnesota,8,125358,129090
2014,Minnesota,Senate,850227,1053205
2014,Mississippi,1,102622,43713
2014,Mississippi,2,45075*,100688
2014,Mississippi,3,117771,47744
2014,Mississippi,4,108776,37869
2014,Mississippi,Senate,378481,239439
2014,Missouri,1,35273,119315
2014,Missouri,2,148191,75384
2014,Missouri,3,130940,52021
2014,Missouri,4,120014,46464
2014,Missouri,5,69071,79256
2014,Missouri,6,124616,55157
2014,Missouri,7,104054,47282
2014,Missouri,8,106124,38721
2014,Nebraska,1,123219,55838
2014,Nebraska,2,78157,83872
2014,Nebraska,3,139440,45524
2014,Nebraska,Senate,347636,170127
2014,Nevada,1,30413,45643
2014,Nevada,2,122402,52016
2014,Nevada,3,88528,52644
2014,Nevada,4,63466,59844
2014,New Hampshire,1,125508,116769
2014,New Hampshire,2,106871,130700
2014,New Hampshire,Senate,235347,251184
2014,New Jersey,1,64073,93315
2014,New Jersey,2,108875,66026
2014,New Jersey,3,100471,82537
2014,New Jersey,4,118826,54415
2014,New Jersey,5,104678,81808
2014,New Jersey,6,46891,72190
2014,New Jersey,7,104287,68232
2014,New Jersey,8,15141,61510
2014,New Jersey,9,36246,82498
2014,New Jersey,10,14154,95734
2014,New Jersey,11,109455,65477
2014,New Jersey,12,54168,90430
2014,New Jersey,Senate,791297,1043866
2014,New Mexico,1,74558,105474
2014,New Mexico,2,95209,52499
2014,New Mexico,3,70775,113249
2014,New Mexico,Senate,229097,286409
2014,New York,1,77062,68387
2014,New York,2,76659,41814
2014,New York,3,63219,80393
2014,New York,4,67811,83772
2014,New York,5,9144*,75712
2014,New York,6,18645*,49227
2014,New York,7,5713,47142
2014,New York,8,6247*,70469
2014,New York,9,8328*,70997
2014,New York,10,17890*,73945
2014,New York,11,48291,41429
2014,New York,12,19564,78440
2014,New York,13,4266*,63437
2014,New York,14,8150*,45370
2014,New York,15,1597*,53128
2014,New York,16,27943*,90088
2014,New York,17,63549,89295
2014,New York,18,66523,76235
2014,New York,19,102118,60533
2014,New York,20,61820,103437
2014,New York,21,79615,53140
2014,New York,22,113574,90815*
2014,New York,23,94375,60233
2014,New York,24,93881,72631
2014,New York,25,75990,87264
2014,New York,26,38477,100648
2014,New York,27,109171,50939
2014,North Carolina,1,55990,154333
2014,North Carolina,2,122128,85479
2014,North Carolina,3,139415,66182
2014,North Carolina,4,57416,169946
2014,North Carolina,5,139279,88973
2014,North Carolina,6,147312,103758
2014,North Carolina,7,134431,84054
2014,North Carolina,8,121568,65854
2014,North Carolina,9,163080,129890*
2014,North Carolina,10,133504,85292
2014,North Carolina,11,144682,85342
2014,North Carolina,12,42568,130096
2014,North Carolina,13,153991,114718
2014,North Carolina,Senate,1423259,1377651
2014,Ohio,1,124779,72604
2014,Ohio,2,132658,68453
2014,Ohio,3,51475,91769
2014,Ohio,4,125907,60165
2014,Ohio,5,134449,58507
2014,Ohio,6,111026,73561
2014,Ohio,7,143959,85905*
2014,Ohio,8,126539,51534
2014,Ohio,9,51704,108870
2014,Ohio,10,130752,63249
2014,Ohio,11,35461,137105
2014,Ohio,12,150573,61360
2014,Ohio,13,55233,120230
2014,Ohio,14,135736,70856
2014,Ohio,15,128496,66125
2014,Ohio,16,132176,75199
2014,Oklahoma,1,181084*,91421*
2014,Oklahoma,2,110925,38964
2014,Oklahoma,3,133335,36270
2014,Oklahoma,4,117721,40998
2014,Oklahoma,5,95632,57790
2014,Oklahoma,Senate,1115168,472230
2014,Oregon,1,96245,160038
2014,Oregon,2,202374,73785
2014,Oregon,3,57424,211748
2014,Oregon,4,116534,181624
2014,Oregon,5,110332,150944
2014,Oregon,Senate,538847,814537
2014,Pennsylvania,1,27193,131248
2014,Pennsylvania,2,25397,181141
2014,Pennsylvania,3,113859,73931
2014,Pennsylvania,4,147090,50250
2014,Pennsylvania,5,115018,65839
2014,Pennsylvania,6,119643,92901
2014,Pennsylvania,7,145869,89256
2014,Pennsylvania,8,137731,84767
2014,Pennsylvania,9,110094,63223
2014,Pennsylvania,10,112851,44737
2014,Pennsylvania,11,122464,62228
2014,Pennsylvania,12,127993,87928
2014,Pennsylvania,13,60549,123601
2014,Pennsylvania,14,47802*,148351
2014,Pennsylvania,15,128285,90421*
2014,Pennsylvania,16,101722,74513
2014,Pennsylvania,17,71371,93680
2014,Pennsylvania,18,166076,93599*
2014,Rhode Island,1,58877,87060
